mass,I1,J1,K1,I2,J2,K2,I3,J3,K3,width,height,depth,w1(0),w2(0),w3(0),h
1.96721E-81,0,1.66418E-77,1.66418E-77,1.7807E-266,3.7327E-149,3.7327E-149,6.2825E-216,6.37939E-05,6.37939E-05,0.008039493,0.390747889,0.356772123,0,8.3468E-101,0,267
2.36817E-43,4.85152E-15,1.14163E-49,4.85152E-15,5.6534E-49,7.482E-155,5.6534E-49,4.81781E-88,2.52972E-57,2.52972E-57,1.266145755,1.271024225,0.045525312,2.1952E-223,2.2593E-128,1.53022E-47,268
1.35931E-93,2.12713E-54,2.11234E-25,2.11234E-25,3.6515E-271,1.81518E-90,1.81518E-90,2.0478E-150,0,2.0478E-150,0.069084796,0.006075362,0.505969579,5.8467E-268,2.449E-176,1.4883E-261,269
0,2.2707E-186,0,2.2707E-186,2.18064E-69,7.49196E-19,7.49196E-19,3.01788E-08,3.47279E-81,3.01788E-08,0.639616051,0.021971635,0.830901989,3.206E-120,4.74243E-73,9.10081E-35,270
0.025920662,0,1.30837E-12,1.30837E-12,6.95E-131,7.40701E-56,7.40701E-56,3.86588E-46,0,3.86588E-46,0.58171106,0.968764091,0.0140382,0,0,0,271
0,1.4585E-269,2.5616E-141,2.5616E-141,0,0,0,1.84653E-72,4.9547E-125,1.84653E-72,1.309313932,0.066130986,0.794067689,0,0,0,272
0.000107827,2.5445E-243,2.8231E-207,2.8231E-207,4.2137E-218,0,4.2137E-218,2.82426E-43,3.17809E-21,3.17809E-21,0.767961816,0.069951197,0.072242163,0,0,7.67359E-34,273
0,0,4.6807E-205,4.6807E-205,0.617283759,0,0.617283759,0,0,0,1.242765196,0.569356324,0.243489814,5.59986E-27,0,3.48152E-09,274
3.3859E-235,3.2811E-07,4.6892E-77,3.2811E-07,3.13591E-29,3.82479E-86,3.13591E-29,0,4.68504E-15,4.68504E-15,1.072234919,1.128039471,0.391466945,4.58709E-68,1.453E-306,2.3487E-200,275
4.4503E-244,8.29844E-56,4.4335E-100,8.29844E-56,0,5.47363E-90,5.47363E-90,3.39385E-67,1.1785E-186,3.39385E-67,0.007565043,0.406834142,1.327786222,0,0,0,276
6.48786E-26,7.73321E-32,1.01713E-73,7.73321E-32,0,1.5629E-231,1.5629E-231,0,18.26373641,18.26373641,1.240685845,0.04036541,0.252857489,0,0,1.4248E-239,277
4.1442E-104,0,4.17448E-10,4.17448E-10,0,0,0,3.0132E-171,1.4616E-164,1.4616E-164,0.044406475,0.013992475,0.01240012,0,0,3.7076E-183,278
3.199E-193,6.11504E-48,0,6.11504E-48,2.59522E-09,1.61024E-13,2.59538E-09,6.23643E-26,0,6.23643E-26,0.293816986,1.285793822,0.452339843,9.3405E-296,1.98769E-79,2.45386E-79,279
0.858321828,9.36866E-15,1.8165E-152,9.36866E-15,1.80151E-48,4.65621E-07,4.65621E-07,1.18343E-07,2.43672E-23,1.18343E-07,0.414993599,0.872074568,0.052286063,2.72391E-51,0,0,280
9.774E-217,0,0,0,0,0,0,2.12893E-37,5.29134E-07,5.29134E-07,1.272318418,0.932351199,1.056751089,0,3.16938E-14,3.23395E-45,281
5.1238E-270,1.24999E-78,0,1.24999E-78,0,9.2388E-146,9.2388E-146,7.806550262,0,7.806550262,0.359667205,0.232012859,0.045668417,0,0,2.18565E-49,282
0,14.63682879,1.6235E-185,14.63682879,1.253E-216,9.07794E-74,9.07794E-74,1.2442E-297,6.39412E-43,6.39412E-43,0.347973233,0.038170148,0.010274397,1.3428E-190,1.8273E-297,0,283
0,4.82249E-65,1.47897E-67,4.83728E-65,0,0,0,7.6532E-267,2.8238E-231,2.8238E-231,0.01950479,0.020358541,1.329629913,0,0,0,284
2.368E-178,2.1653E-120,2.3216E-210,2.1653E-120,1.42847E-31,0,1.42847E-31,19.25161904,1.157E-38,19.25161904,0.422299697,1.271109834,1.091654401,0.022470949,0,0,285
2.19E-285,1.1414E-130,7.91338E-31,7.91338E-31,9.68545E-51,0,9.68545E-51,0,1.99144E-47,1.99144E-47,1.065563813,0.012863282,0.110302157,4.211E-182,5.9638E-270,0,286
2.9954E-112,1.99304E-06,6.4568E-281,1.99304E-06,0,3.0454E-102,3.0454E-102,9.7965E-292,0,9.7965E-292,0.016595618,0.070942289,0.208337755,0,0.332116166,0,287
2.0264E-267,1.0177E-152,0,1.0177E-152,2.15368E-16,5.5195E-142,2.15368E-16,0,9.94662E-31,9.94662E-31,0.718881236,0.023031408,0.403361861,1.19573E-96,8.0536E-120,19.30986726,288
0.490051192,5.69123E-05,1.0074E-254,5.69123E-05,4.52077E-36,4.3027E-162,4.52077E-36,6.2934E-271,3.6743E-100,3.6743E-100,0.018880356,0.040743355,0.088686176,0,0,0,289
2.555E-116,1.088E-100,1.1216E-224,1.088E-100,8.9006E-149,3.39111E-45,3.39111E-45,0,0,0,0.019564803,0.446566147,0.025703079,0,3.4835E-79,1.36069E-20,290
1.4461E-139,0.000149523,1.406800391,1.406949914,0,4.0407E-154,4.0407E-154,1.07871E-22,3.307E-298,1.07871E-22,0.017196144,0.324801878,0.271803202,0,1.9813E-174,0,291
0,3.17549E-31,0,3.17549E-31,0,0,0,0,1.75954E-45,1.75954E-45,0.112485533,0.159008482,0.086697427,1.19003E-13,0,0.01448975,292
1.33889E-83,1.43839E-21,1.3377E-100,1.43839E-21,18.77614284,0,18.77614284,0,0,0,0.7837471,0.012010139,0.312724143,25.89133985,0,0,293
1.45653E-16,6.2614E-271,1.0678E-191,1.0678E-191,5.9516E-218,5.85193E-12,5.85193E-12,1.37393E-11,0,1.37393E-11,0.721663272,0.016917031,0.540618316,0,0,0,294
5.48862E-83,6.82212E-10,1.701135391,1.701135392,0,1.2721E-250,1.2721E-250,3.622E-297,3.5014E-199,3.5014E-199,0.028954612,1.241834222,0.186785347,0,0.004381485,0,295
1.6576E-254,1.0999E-176,6.91006E-08,6.91006E-08,4.9527E-235,7.8559E-182,7.8559E-182,0,9.79599E-14,9.79599E-14,0.561222847,0.177937923,0.607773349,0,0,1.9425E-251,296
5.0465E-192,0,3.40023E-35,3.40023E-35,0,2.70673E-63,2.70673E-63,2.98858E-80,8.81286E-17,8.81286E-17,1.317270196,0.022670391,1.322857433,1.24675E-20,0,0,297
3.76498E-87,8.4646E-180,2.6541E-108,2.6541E-108,1.8487E-251,4.98933E-94,4.98933E-94,1.55565E-09,8.9395E-23,1.55565E-09,0.102025117,0.99090341,1.270687858,3.337538015,0,0,298
9.9243E-190,0,4.93955E-81,4.93955E-81,2.45014E-81,1.136E-267,2.45014E-81,1.4608E-102,1.78647E-86,1.78647E-86,0.025100234,1.128964216,1.055294877,9.1838E-99,4.1947E-140,1.4153E-114,299
3.4205E-104,2.06332E-15,8.6373E-305,2.06332E-15,3.4953E-307,6.04122E-05,6.04122E-05,0,4.515E-302,4.515E-302,0.107170198,0.719646801,0.236792374,0,0,0,300
4.3351E-178,1.20521E-53,0,1.20521E-53,0,19.22205255,19.22205255,0.000679905,1.3099E-170,0.000679905,0.044650398,0.062903795,0.009197253,0,0,0.585187754,301
0,3.29307E-05,17.5979536,17.59798653,2.71652E-50,6.3841E-220,2.71652E-50,1.7804E-265,4.294E-289,1.7804E-265,0.723439733,1.322315472,1.031703331,0,0,0.27838241,302
4.37062E-30,0,8.1162E-202,8.1162E-202,2.08143E-61,6.1107E-110,2.08143E-61,9.2879E-171,8.47387E-28,8.47387E-28,0.061706087,0.253278019,0.169072426,0,0,0,303
8.88582E-65,8.5663E-24,3.5422E-249,8.5663E-24,0.001034428,1.086E-142,0.001034428,1.992074216,0,1.992074216,0.027831976,0.057634649,0.296673033,1.358481242,2.5783E-131,0,304
4.07829E-05,4.0091E-224,3.2551E-222,3.2952E-222,0.525593236,2.0283E-290,0.525593236,0.011821817,0,0.011821817,0.541970931,0.136194289,0.697449742,1.603E-284,1.1589E-267,0,305
0,1.89547E-90,1.35251E-48,1.35251E-48,6.4319E-158,1.17983E-05,1.17983E-05,5.578E-148,1.9512E-238,5.578E-148,0.010456977,1.320414896,0.019023172,0,1.16708E-84,6.91301E-56,306
9.7989E-264,0.350226525,3.5806E-301,0.350226525,0,7.82004E-14,7.82004E-14,0,1.8303E-145,1.8303E-145,0.247692536,0.013154707,0.097855079,0,0,3.19159E-13,307
16.73352275,9.9635E-142,7.859E-129,7.859E-129,3.6011E-185,2.43974E-54,2.43974E-54,9.6808E-167,1.43533E-14,1.43533E-14,1.315417342,0.025155394,0.096882789,1.59171E-90,4.6502E-282,5.3263E-243,308
5.47941E-06,7.7158E-58,0,7.7158E-58,2.8452E-218,2.69162E-14,2.69162E-14,4.14947E-52,0.908526668,0.908526668,0.163766901,1.200947302,0.054741123,0,0,8.9324E-141,309
0,0.001984439,1.68522E-25,0.001984439,1.0509E-182,0,1.0509E-182,0,8.57297E-24,8.57297E-24,0.027196973,1.284729816,0.246940062,0,0,7.24995E-33,310
2.383E-208,0,0.249453056,0.249453056,15.52744526,0,15.52744526,0,0,0,1.199934328,0.080109079,1.092432271,0,0,2.64048E-29,311
0,0,0,0,0,2.3043E-132,2.3043E-132,0,1.7226E-253,1.7226E-253,0.053410663,1.268775325,0.083890974,9.6741E-145,3.27336E-16,1.5625E-116,312
2.38523E-05,0,1.53635E-83,1.53635E-83,0,5.2369E-295,5.2369E-295,3.22079E-80,4.4239E-233,3.22079E-80,1.128405381,0.172726647,0.2585758,0,0.128775871,0,313
4.7193E-223,5.5414E-102,0,5.5414E-102,4.94465E-60,2.680218252,2.680218252,5.80314E-20,0.002244484,0.002244484,0.295758621,0.076944726,1.185991535,1.7604E-252,0,0,314
0,0,2.1535E-262,2.1535E-262,3.1227E-235,0,3.1227E-235,0,0.159094412,0.159094412,0.005570443,0.438095064,0.181463377,0,1.01048E-37,1.55813E-64,315
7.344203411,8.3974E-112,19.16992283,19.16992283,1.7559E-91,8.64471E-37,8.64471E-37,0,4.2353E-195,4.2353E-195,0.006069226,0.980383264,0.059368231,0.011106509,1.015118598,0,316
8.24867E-70,1.10696E-10,0,1.10696E-10,5.7246E-163,0,5.7246E-163,1.79414E-86,0,1.79414E-86,0.0383481,0.044661811,0.070568604,2.1426E-254,2.09731E-76,0,317
1.3221E-68,1.57553E-91,0,1.57553E-91,2.96042E-80,0.000153848,0.000153848,0.000443146,0.023951917,0.024395063,1.306007902,0.008043684,0.58757149,0,2.97658E-50,9.8836E-130,318
1.3629E-154,1.0408E-230,5.2479E-236,1.0408E-230,6.1305E-289,0,6.1305E-289,0,1.78273E-60,1.78273E-60,0.1723848,0.048793732,0.818776105,0,0,0,319
3.0762E-08,0,1.54016E-63,1.54016E-63,4.11812E-20,2.91754E-17,2.92166E-17,0,1.31273E-14,1.31273E-14,0.005706819,0.090094385,0.011649145,7.1189E-208,3.7816E-240,10.01254555,320
1.8878E-138,1.37989E-13,3.5147E-203,1.37989E-13,0,0,0,0,0,0,0.028235675,0.021831597,0.050993337,0,0,1.06756E-06,321
8.02588E-26,0,2.37694E-25,2.37694E-25,0,2.7725E-156,2.7725E-156,0,7.40171E-38,7.40171E-38,1.319071914,0.243524606,0.36125083,0,0,0,322
2.59299E-10,1.2546E-238,6.2943E-134,6.2943E-134,1.63398E-78,9.388E-120,1.63398E-78,6.77987E-37,5.58872E-06,5.58872E-06,0.016645311,1.302229751,0.844057512,0,0,0,323
0.258087972,0,1.9753E-283,1.9753E-283,19.8936628,19.68663497,39.58029776,7.9099E-19,1.4243E-299,7.9099E-19,0.931463307,0.782732104,0.019648722,1.79209E-07,0,0,324
2.7085E-292,4.79337E-22,1.96481E-82,4.79337E-22,4.4009E-199,1.09571E-30,1.09571E-30,0,7.93575E-32,7.93575E-32,0.027391569,0.139064313,1.131991685,1.17287E-81,0,2.52352E-09,325
8.8879E-157,3.35298E-07,3.4281E-67,3.35298E-07,0,8.2408E-101,8.2408E-101,2.114316433,0,2.114316433,0.014889778,0.292400163,0.189732047,2.04283E-07,0,0,326
1.1438E-169,5.708799571,6.02818E-42,5.708799571,0,0,0,9.1348E-139,0,9.1348E-139,1.311163112,0.362976729,0.037802573,0,0,0,327
0,6.9531E-57,0,6.9531E-57,2.26414E-36,0,2.26414E-36,2.08178E-74,8.8077E-72,8.82852E-72,0.024924976,0.02071372,1.329339305,0,0,0,328
0,4.39435E-12,4.4072E-216,4.39435E-12,0,2.35965E-41,2.35965E-41,1.20848E-81,2.31057E-83,1.23159E-81,1.168151689,0.006779667,0.105646015,0,1.19809E-31,1.93934E-14,329
0,3.61344E-40,2.3036E-244,3.61344E-40,6.3624E-45,1.55334E-07,1.55334E-07,0,3.8915E-155,3.8915E-155,0.091003109,0.746446584,0.75525453,0,1.1362E-91,1.2366E-114,330
1.27308E-13,2.1127E-110,0.001782235,0.001782235,0,0,0,2.6216E-257,7.4555E-98,7.4555E-98,1.325221988,0.819588202,0.097527133,5.0815E-192,3.814818327,1.03629E-06,331
0,0,5.3781E-08,5.3781E-08,1.7479E-134,2.99835E-19,2.99835E-19,3.144E-153,0,3.144E-153,1.147789659,0.155840676,0.687503577,0,0,0,332
3.42859E-09,0.000576166,1.91361E-22,0.000576166,1.2795E-230,0,1.2795E-230,2.4974E-286,2.7372E-262,2.7372E-262,0.034928844,0.605160214,1.320654771,0,0,3.37707E-31,333
6.164E-303,1.58989E-52,7.06929E-27,7.06929E-27,0,0,0,4.4504E-216,1.9872E-177,1.9872E-177,0.082192435,1.308413806,0.024646759,0,1.03292E-36,0,334
2.8567E-281,5.1859E-271,0,5.1859E-271,6.6959E-179,2.0918E-43,2.0918E-43,2.0411E-118,0,2.0411E-118,1.175834661,0.880808368,1.319536946,0,39.41087837,6.5562E-141,335
0,3.79E-191,0.001385185,0.001385185,0,0.058195066,0.058195066,1.6315E-127,4.79063E-60,4.79063E-60,0.013732859,0.012199608,0.00819129,0,5.08469E-27,1.2296E-05,336
2.7163E-128,0,10.51364785,10.51364785,1.4322E-249,1.97324E-20,1.97324E-20,0,0.030151881,0.030151881,1.286564276,0.920192655,0.777238418,2.4328E-215,3.5919E-113,0,337
3.22581E-75,1.35875E-56,1.4409E-105,1.35875E-56,0,19.93955643,19.93955643,2.934E-134,11.51636287,11.51636287,0.789033974,0.498351024,0.011293224,0,1.32445E-05,0,338
8.99341E-39,8.6462E-305,7.628224967,7.628224967,2.05152E-44,9.14526E-72,2.05152E-44,0,5.17688E-27,5.17688E-27,0.052494879,0.303676467,0.013384827,0,0,16.31845849,339
1.3719E-118,6.93587E-71,1.58E-104,6.93587E-71,0,0,0,9.3431E-147,0,9.3431E-147,0.400226008,0.159392272,0.900844744,0,0,0,340
5.191E-218,0,6.1854E-138,6.1854E-138,0,1.02636E-33,1.02636E-33,2.47899E-40,0,2.47899E-40,0.202500813,0.141108539,0.039340151,0,6.55785E-28,2.32806E-16,341
9.5577E-179,0,1.1592E-210,1.1592E-210,0.235590365,2.1028E-255,0.235590365,2.4998E-264,1.8461E-231,1.8461E-231,0.525004433,0.046525925,1.296735421,0,0,0,342
3.9227E-180,1.3274E-160,1.905748966,1.905748966,4.44621E-20,3.46584E-30,4.44621E-20,2.19118E-23,0,2.19118E-23,0.143980405,0.445942149,0.065528109,2.56812E-11,0,9.48235E-13,343
5.12205E-53,2.0861E-238,4.2436E-131,4.2436E-131,4.6015E-99,3.09583E-10,3.09583E-10,0,3.8555E-197,3.8555E-197,1.088693883,0.368547532,0.424492777,0,0,3.0811E-255,344
0,0.806781093,2.7574E-148,0.806781093,1.5812E-134,6.62805E-48,6.62805E-48,3.59999E-95,1.46385E-36,1.46385E-36,0.012946363,0.928889985,0.108356769,0,0.028028196,0,345
9.10435E-14,3.4142E-292,3.2368E-266,3.2368E-266,1.22663E-86,0,1.22663E-86,3.3755E-67,2.43774E-71,3.37574E-67,1.276710969,0.210049235,0.89913083,0,1.81067E-36,5.31153E-18,346
0,2.2336E-294,9.85369E-97,9.85369E-97,4.50591E-47,0,4.50591E-47,0.036177351,4.6829E-244,0.036177351,1.316753319,0.075977927,1.241594121,1.9446E-80,9.4981E-131,9.884162443,347
0.004584038,1.1714E-108,0,1.1714E-108,3.04354E-81,1.0897E-150,3.04354E-81,3.2276E-132,0.000178293,0.000178293,0.852071789,0.052642084,0.502949404,0,0,0,348
1.58693E-29,1.4391E-183,5.09489E-14,5.09489E-14,1.0881E-110,4.3969E-236,1.0881E-110,3.3477E-190,0,3.3477E-190,0.348829015,0.171298822,1.213698991,0,2.75116E-57,1.3783E-183,349
8.65425E-26,2.59453E-95,0,2.59453E-95,4.1261E-230,5.33642E-47,5.33642E-47,0,0,0,0.384484281,1.257769409,0.007476054,0,7.69687E-20,0,350
3.8731E-28,0.003787809,2.10322E-16,0.003787809,0,1.1994E-108,1.1994E-108,5.33242E-76,1.1263E-293,5.33242E-76,0.427064587,0.007346228,0.669088071,1.8093E-262,3.46561E-92,0,351
6.667123456,0,7.2906E-122,7.2906E-122,18.45214729,7.5013E-154,18.45214729,1.34495E-07,4.3047E-245,1.34495E-07,0.268547986,0.12941284,0.190970526,0,1.14164E-15,3.33997E-09,352
0,5.0515E-170,0,5.0515E-170,1.1322E-125,0,1.1322E-125,5.96777E-78,6.75912E-16,6.75912E-16,0.048556226,1.02642756,0.018692118,1.5909E-287,0,3.5407E-232,353
4.9011E-250,3.08591E-28,4.3312E-213,3.08591E-28,11.48716538,2.1051E-306,11.48716538,3.0417E-147,9.58118E-40,9.58118E-40,0.018580102,0.424013061,0.289926411,0.139878707,0,0,354
19.10323444,1.64223E-22,4.3014E-222,1.64223E-22,1.8173E-245,1.307E-176,1.307E-176,0,2.52259E-68,2.52259E-68,0.75569252,0.388270672,1.313393692,7.4016E-177,0,0,355
4.4177E-247,4.3941E-282,7.1566E-298,4.3941E-282,0.107195553,2.4895E-193,0.107195553,4.3992E-129,9.7787E-60,9.7787E-60,0.850696337,1.181530813,1.213510879,9.53634E-12,6.3004E-136,1.01416E-29,356
1.0791E-211,9.6063E-263,0,9.6063E-263,3.31655E-19,9.25441E-63,3.31655E-19,3.43805E-89,1.98552E-33,1.98552E-33,0.532782292,0.516902805,0.700850276,0,0,0,357
0,2.71436E-11,0,2.71436E-11,1.6476E-11,4.33458E-26,1.6476E-11,1.7444E-42,1.29174E-10,1.29174E-10,0.006636375,0.01529458,0.536962653,3.455129454,0,37.76292724,358
3.67806E-69,2.689E-292,0,2.689E-292,0,4.7615E-103,4.7615E-103,2.2701E-282,0,2.2701E-282,0.006272918,0.096813362,0.421445277,0,9.1215E-158,0,359
0,0,4.12724E-26,4.12724E-26,3.9012E-147,4.6955E-24,4.6955E-24,0.005220713,0,0.005220713,0.015538047,0.456150466,0.370197214,7.68411E-08,0,0,360
3.21944E-05,0,3.17608E-90,3.17608E-90,4.6977E-74,0,4.6977E-74,0,3.20293E-10,3.20293E-10,0.106786613,0.601226422,1.119144481,1.08565E-05,0,1.9743E-79,361
3.2201E-293,1.53536E-29,2.0244E-101,1.53536E-29,0.525437843,9.2283E-287,0.525437843,5.8855E-210,2.13821E-77,2.13821E-77,0.577206775,0.062398817,0.104390092,0,6.234E-149,38.55855037,362
0,0,0,0,1.617E-194,8.4628E-54,8.4628E-54,0,3.9003E-188,3.9003E-188,0.066028745,0.008872195,1.234298846,0,3.9094E-261,0,363
7.07628E-89,0.050034154,2.3173E-198,0.050034154,10.38852476,2.864820938,13.2533457,0,5.6599E-281,5.6599E-281,0.473325134,1.045093762,0.392721588,0,1.54095E-21,0,364
0,4.51424E-98,7.4039E-207,4.51424E-98,0,2.6134E-264,2.6134E-264,4.14159E-32,1.74815E-77,4.14159E-32,0.038838671,1.318110493,0.129494843,2.6467E-202,0,1.80296E-23,365
8.73861E-07,1.26849E-34,2.77737E-38,1.26876E-34,7.42462E-10,17.85628228,17.85628228,8.45207E-12,0,8.45207E-12,0.005578796,0.025630855,0.04122707,2.0111E-130,3.09068E-79,35.05680452,366
2.5798E-152,1.0841E-214,2.6655E-145,2.6655E-145,2.2746E-127,9.92677E-05,9.92677E-05,2.3465E-290,0,2.3465E-290,0.019680209,1.150782697,0.028215735,8.12041E-71,8.78967E-11,4.76251E-74,367
2.0764E-229,1.2605E-296,3.16398E-34,3.16398E-34,2.97826E-59,0.001129894,0.001129894,7.9073E-141,6.73667E-59,6.73667E-59,0.031206528,0.073202851,1.222938118,0,0,1.90802E-76,368
2.17316E-11,1.20146E-58,0,1.20146E-58,4.55851E-09,0.145916829,0.145916833,2.4043E-157,0,2.4043E-157,0.391340633,0.496365086,0.111811251,4.6792E-55,1.07149E-10,0,369
0,1.2179E-131,2.52343E-13,2.52343E-13,2.3607E-116,3.776E-244,2.3607E-116,3.6097E-214,9.268988736,9.268988736,0.940223624,0.946959157,1.318039023,0,0,0,370
2.90341E-63,2.5139E-223,9.56995E-61,9.56995E-61,0,7.92448E-16,7.92448E-16,6.95753E-26,4.49165E-74,6.95753E-26,0.086665171,1.087767112,1.305118745,4.2678E-120,2.46133E-45,0,371
4.42666E-78,8.8869E-130,0.016409153,0.016409153,0,1.1537E-188,1.1537E-188,2.05399E-12,0,2.05399E-12,0.032348188,0.246114644,1.042025344,1.91724E-10,7.2971E-224,0,372
0,5.40468E-33,0.00232073,0.00232073,0.026041396,0,0.026041396,3.81675E-09,1.8587E-174,3.81675E-09,0.632588084,0.68851145,0.710989948,0,7.71969E-30,1.1092E-169,373
5.6361E-279,5.8835E-103,0,5.8835E-103,0,3.64009E-33,3.64009E-33,7.22810596,6.62808E-96,7.22810596,0.125684821,0.007468168,0.02328282,0.000547642,0,0,374
1.4383E-145,1.3822E-234,1.50696E-27,1.50696E-27,0,3.33813E-73,3.33813E-73,2.9208E-277,1.4116E-176,1.4116E-176,0.0118169,0.044660798,0.971933424,0,34.64501604,1.15259E-15,375
5.084E-149,0,6.213E-268,6.213E-268,0,1.8719E-158,1.8719E-158,0,6.081E-300,6.081E-300,0.054882255,0.038502664,0.272874365,5.3468E-290,0,0,376
5.5271E-169,4.1241E-188,6.374576741,6.374576741,5.157551017,2.22584E-30,5.157551017,0,9.34199E-63,9.34199E-63,0.604853393,0.224958721,0.065425873,10.21254946,0,6.7291E-75,377
1.4601E-215,1.4773E-136,2.43603E-55,2.43603E-55,8.1574E-283,8.5616E-130,8.5616E-130,2.6357E-190,2.0397E-59,2.0397E-59,0.133234774,1.317115109,1.170218405,0,0,3.90842E-19,378
2.13649E-56,0,0.005081713,0.005081713,4.20825E-27,8.71478E-82,4.20825E-27,2.7862E-195,1.72723E-71,1.72723E-71,0.043952127,0.429178158,0.011011126,3.21187E-12,0.000649346,1.85595E-87,379
1.8534E-246,0,5.2238E-134,5.2238E-134,9.1312E-300,0.245071445,0.245071445,0,5.9255E-269,5.9255E-269,0.740227494,1.23849476,0.117318074,8.94269E-39,0,0,380
1.55558E-87,7.6072E-258,0.278394412,0.278394412,1.3471E-112,9.8907E-212,1.3471E-112,0,1.6484E-194,1.6484E-194,0.991136327,0.013541034,0.729921653,9.08299E-08,0,0,381
1.08942E-32,0,0,0,0,3.92728E-08,3.92728E-08,7.0601E-273,1.60093E-13,1.60093E-13,0.185739288,0.018861618,1.15770301,0,0,0,382
2.78932E-96,1.4848E-161,0,1.4848E-161,5.0236E-241,0,5.0236E-241,3.2081E-165,6.5287E-137,6.5287E-137,0.36428102,0.882110793,0.154329491,1.07485E-61,0,0,383
2.70595E-31,2.35941E-45,6.3185E-221,2.35941E-45,6.494160137,9.0969E-179,6.494160137,1.7481E-159,0,1.7481E-159,0.021043972,0.372244578,0.941158985,2.92147E-18,3.3801E-135,0,384
0,1.6232E-150,7.77985E-10,7.77985E-10,9.5032E-62,1.0678E-217,9.5032E-62,1.7703E-163,0,1.7703E-163,0.013333846,0.006650615,0.165160564,0,0,0,385
1.0211E-299,0,1.0617E-200,1.0617E-200,4.4602E-150,0.000739004,0.000739004,3.0864E-284,1.09583E-11,1.09583E-11,0.122829757,0.369232494,1.12113643,0,4.5699E-248,6.4577E-228,386
9.24429E-40,3.67912E-61,2.6978E-264,3.67912E-61,1.2874E-213,9.81351E-10,9.81351E-10,1.17431E-07,5.03828E-92,1.17431E-07,1.270703707,0.321354818,0.950332592,0,7.89367E-64,2.211E-134,387
0,0,2.9022E-164,2.9022E-164,7.987745558,1.51701E-78,7.987745558,5.35732E-20,0,5.35732E-20,0.720566114,1.11687257,0.682717046,2.17192E-49,4.7572E-286,0,388
1.1123E-257,9.48337E-10,7.44322E-81,9.48337E-10,5.46209E-57,1.5901E-232,5.46209E-57,1.4628E-247,0,1.4628E-247,0.247721265,0.257544716,0.019074775,0,1.92307E-88,3.1267E-136,389
1.01729E-55,2.9121E-212,0.011250388,0.011250388,1.02113E-29,2.8881E-103,1.02113E-29,0,3.76801E-15,3.76801E-15,0.024658766,1.323636336,0.174489799,0,0,2.55496E-52,390
3.7486E-131,0,1.547E-294,1.547E-294,9.4045E-236,0,9.4045E-236,0,0,0,0.06359273,1.243349765,1.322437342,0,34.48571122,2.54464E-20,391
0,4.08551E-95,1.5819E-217,4.08551E-95,0,11.09292052,11.09292052,1.01588E-24,19.25835665,19.25835665,0.022240396,0.452750743,0.219953579,0,1.44686E-12,0,392
1.19225E-29,2.4008E-111,1.6868E-289,2.4008E-111,5.79348E-28,1.04542E-24,1.046E-24,3.6362E-116,6.34241E-17,6.34241E-17,1.269036206,0.593372117,0.008709315,8.2394E-272,4.88352E-15,5.32E-18,393
1.616E-265,4.9399E-112,2.52215E-54,2.52215E-54,8.0516E-161,2.60892E-48,2.60892E-48,6.91858E-19,4.1766E-231,6.91858E-19,0.016424026,0.193995177,0.536712236,4.78741E-18,0,0,394
7.6462E-119,1.09278E-17,9.48983E-97,1.09278E-17,1.8951E-250,0.000112005,0.000112005,7.2438E-163,5.0783E-202,7.2438E-163,1.308686367,0.883366796,0.024298234,0.200968471,1.4321E-11,3.78634E-11,395
1.1229E-134,8.0435E-222,2.66123E-88,2.66123E-88,8.9103E-205,7.63458E-12,7.63458E-12,7.18941E-47,1.439587659,1.439587659,1.259037793,0.815108826,0.005395745,0,0,0,396
8.9512E-267,2.3387E-185,2.1455E-275,2.3387E-185,0.10089511,2.0566E-260,0.10089511,2.2077E-133,8.4142E-172,2.2077E-133,0.010614347,0.050782836,0.086866678,0,3.7905E-182,4.59264E-78,397
8.25146E-28,1.46466E-70,0,1.46466E-70,4.72831E-73,7.8208E-113,4.72831E-73,0,2.03752E-75,2.03752E-75,1.321990852,0.47091921,1.301167521,4.94115E-08,0,0,398
1.54731E-13,5.362629951,1.4075E-128,5.362629951,0,9.4146E-215,9.4146E-215,0.172655372,0.318472217,0.49112759,0.430149272,1.323185846,1.27694488,2.12459E-19,0,0,399
0,6.803460054,0.000438467,6.803898521,0,2.5669E-47,2.5669E-47,10.15104609,3.6043E-117,10.15104609,0.419891658,0.747622919,0.981661028,0,0,1.82096E-05,400
4.4167E-51,0.007420189,1.19937E-33,0.007420189,6.41627E-32,2.19989E-06,2.19989E-06,0.484617682,1.24599E-74,0.484617682,0.666177962,0.012395378,0.90019473,0,0,9.78996E-41,401
2.06117E-11,7.1277E-234,0,7.1277E-234,1.27015E-54,3.27127E-66,1.27015E-54,3.08506E-35,4.6808E-118,3.08506E-35,1.159850442,0.182001399,1.32805775,0,0,0,402
0,4.67946E-36,0,4.67946E-36,4.164370177,0,4.164370177,3.9375E-257,15.4078489,15.4078489,1.329794114,0.049759257,0.093098301,0,0,0,403
3.78804E-59,2.4113E-234,5.23166E-08,5.23166E-08,3.0692E-169,3.92278E-69,3.92278E-69,1.1732E-262,8.49E-261,8.6073E-261,1.216034966,0.994494599,1.26989973,4.432E-172,0,0.000846131,404
2.96829E-72,6.43068E-48,1.6464E-260,6.43068E-48,9.95728E-26,1.5922E-220,9.95728E-26,0,3.7324E-201,3.7324E-201,1.006685825,0.341004639,1.238924423,0,4.65761E-17,2.03652E-65,405
